a1_x_mean,a1_y_mean,a1_z_mean,a2_x_mean,a2_y_mean,a2_z_mean,rpm_mean,hz_mean,w_mean,status,a1_x_range,a1_y_range,a1_z_range,a2_x_range,a2_y_range,a2_z_range,w_range,a1_x_min,a1_y_min,a1_z_min,a2_x_min,a2_y_min,a2_z_min,a1_x_max,a1_y_max,a1_z_max,a2_x_max,a2_y_max,a2_z_max,w_max,a1_x_fft_mean,a1_y_fft_mean,a1_z_fft_mean,a2_x_fft_mean,a2_y_fft_mean,a2_z_fft_mean,a1_x_ff_range,a1_y_fft_range,a1_z_fft_range,a2_x_fft_range,a2_y_fft_range,a2_z_fft_range,a1_x_fft_min,a1_y_fft_min,a1_z_fft_min,a2_x_fft_min,a2_y_fft_min,a2_z_fft_min,a1_x_fft_max,a1_y_fft_max,a1_z_fft_max,a2_x_fft_max,a2_y_fft_max,a2_z_fft_max
-0.17697102565509806,-0.001740041811986453,-0.035361258769737225,0.11459044266401644,0.023329180340474882,0.250710287137805,1082.4236559296685,18.040394265494474,0.41996107611128025,0.0,16.738155270956224,9.936622069026212,17.86193493305128,18.692051854867927,17.876810256630886,22.021738373447906,1.6792645284009795,-9.410164620793076,-4.298115054928772,-8.657114997835974,-10.004077081424,-8.647843174228079,-10.20780965115377,7.327990650163149,5.63850701409744,9.204819935215305,8.687974773443925,9.228967082402807,11.813928722294136,1.679265935902089,3.8851805561974024,4.124011428744773,4.09016899673659,2.6113957383393434,4.09016899673659,4.124011428744773,21.134584302248154,17.018760758777788,18.94906958559561,20.01052399152146,18.94906958559561,17.018760758777788,8.220074838982683e-05,0.01767022465269423,0.023684663806147577,1.572600225863141e-05,0.023684663806147577,0.01767022465269423,21.134666502996545,17.03643098343048,18.972754249401756,20.010539717523717,18.972754249401756,17.03643098343048
-0.17403220658231774,-0.0076363344413189985,-0.05335343319217528,-0.17898554599545444,0.024936452835012658,0.1940611578710573,1074.9816344143833,17.916360573573055,0.5011598267450652,0.0,15.006621967064293,9.558084085444651,16.421456309417557,17.748008831894857,16.723467659428824,20.02882087358865,1.9074492489210721,-7.582435022240131,-4.676653038510694,-8.080923548382485,-9.43765126764016,-7.975059992526684,-11.104622526090653,7.424186944824162,4.881431046933956,8.340532761035075,8.310357564254696,8.748407666902141,8.924198347497997,1.9074506564221816,3.4591092469031333,3.662379776198205,3.5813530733889087,2.521898051169856,3.5813530733889087,3.662379776198205,22.177198861060617,17.69404234772759,15.230303478131015,21.194446111529075,15.230303478131015,17.69404234772759,2.0198328000597954e-05,0.013191320086321049,0.022469646385376442,1.972934656652159e-05,0.022469646385376442,0.013191320086321049,22.17721905938862,17.70723366781391,15.252773124516391,21.19446584087564,15.252773124516391,17.70723366781391
-0.17232796771426306,-0.0023434499163939343,-0.03989819254174303,-0.12184192337675391,0.036149152890892704,0.18388085961503103,1149.927038231749,19.165450637195818,0.5130507627627803,0.0,15.58379973502852,9.558084085444282,16.42145630941757,21.71298952838213,18.645705321432633,19.132007998651375,2.132676545329301,-8.35200537952564,-4.108846063137621,-8.369019273109235,-12.080971731965132,-8.45561940802773,-11.204268401083594,7.231794355502881,5.449238022306661,8.052437036308335,9.632017796417,10.190085913404904,7.927739597567782,2.1326779528304103,3.7637967377485158,3.986035241966733,3.9174543626170086,2.556373277184023,3.9174543626170086,3.986035241966733,22.810160617645852,18.86168466173886,16.013171256871146,22.860753871444267,16.013171256871146,18.86168466173886,2.6582017873533204e-05,0.020196052907279556,0.011785629004392704,2.277368759165399e-05,0.011785629004392704,0.020196052907279556,22.810187199663726,18.88188071464614,16.02495688587554,22.860776645131857,16.02495688587554,18.88188071464614
-0.14964423595441706,-0.000548792453378482,-0.0376785983854797,-0.11957367562718234,0.030837981789412564,0.20069899104158803,1127.538630114677,18.792310501911288,0.5394262033513646,0.0,12.50551830588722,9.558084085444651,15.173041502268966,17.653604529597544,15.666236945327109,18.932716248665493,1.8777100133924503,-6.524275780973063,-4.676653038510694,-7.024572557718263,-10.004077081424,-7.782836226326336,-11.104622526090653,5.9812425249141565,4.881431046933956,8.148468944550704,7.649527448173544,7.883400719000773,7.828093722574841,1.8777114208935597,3.636525187195799,3.8349509461544007,3.6897834816351582,2.2932932570408076,3.6897834816351582,3.8349509461544007,20.5577908502761,15.75767812747997,16.85461412275966,19.0538423620582,16.85461412275966,15.75767812747997,4.7383644862897256e-05,0.02012588474413456,0.002662263107612336,9.472335416399469e-06,0.002662263107612336,0.02012588474413456,20.55783823392096,15.777804012224104,16.857276385867273,19.05385183439362,16.857276385867273,15.777804012224104
-0.14643785167646223,0.015268297388221356,-0.02667815697609477,-0.08079884012012371,0.034041802500427806,0.20654733453774834,1037.216452279275,17.286940871321253,0.3537149233140735,0.0,14.71803308308198,10.882967027981579,17.189711575355417,20.580137900814442,18.54959343833189,17.039444623799177,1.5781194748064675,-7.967220200882693,-4.676653038510694,-8.849178814320343,-11.325737313586671,-8.840066940428041,-7.81630865132274,6.7508128821992885,6.206313989470884,8.340532761035075,9.25440058722777,9.70952649790385,9.223135972476438,1.578120882307577,3.4091073170479564,3.7029284681332832,3.450110535517825,2.6711108047125482,3.450110535517825,3.7029284681332832,25.201880035818114,18.313162686703535,16.469636276989224,22.29041964064495,16.469636276989224,18.313162686703535,5.7300294074247304e-05,0.020963594666221472,0.013869279565082285,0.00011413494487369502,0.013869279565082285,0.020963594666221472,25.201937336112188,18.334126281369755,16.483505556554306,22.29053377558982,16.483505556554306,18.334126281369755
-0.1433401106543196,0.010807518626596771,-0.03588960924687714,0.3805139015872996,0.049622457302766494,0.2668230405001058,1121.730015196241,18.695500253270684,0.4736792971324481,0.0,16.641958976295957,16.08786430223353,19.01431783195749,25.39475731797748,28.833564930050123,20.22811262357454,1.723046991851262,-9.217772031471794,-6.001535981047627,-9.137274539046707,-10.948120104397448,-9.801185771430143,-10.606393151125936,7.424186944824162,10.086328321185904,9.877043292910784,14.44663721358003,19.03237915861998,9.621719472448603,1.7230483993523715,4.219682633001975,4.497672882414784,4.892761261056561,3.821587513851118,4.892761261056561,4.497672882414784,33.55703364625412,23.34535245015425,25.44994108691364,31.716079672714905,25.44994108691364,23.34535245015425,4.151755147971392e-05,0.01802313243951629,0.027533028119773987,3.7421200296261503e-06,0.027533028119773987,0.01802313243951629,33.5570751638056,23.36337558259377,25.477474115033413,31.716083414834934,25.477474115033413,23.36337558259377
-0.13616975919934915,0.010556812909189826,-0.057327160441457546,0.40027172547280787,0.06223149883532028,0.24951077484429512,1088.3276911990451,18.13879485331742,0.4416807333983954,0.0,15.679996029689164,17.602016236560868,18.34209447426202,21.429776621490213,30.467466942752864,21.623154873476132,1.9074492489210721,-8.159612790204358,-6.663977452315718,-8.176955456624862,-9.720864174532457,-11.723423433433204,-10.20780965115377,7.520383239484806,10.93803878424515,10.165139017637156,11.708912446957754,18.74404350931966,11.415345222322362,1.9074506564221816,4.105017295783163,4.0677974148109985,4.21517746768657,2.9519573004672504,4.21517746768657,4.0677974148109985,37.66963263895164,25.274832214626272,26.79738598260538,25.594424318182693,26.79738598260538,25.274832214626272,0.00011522097087185434,0.016917531001338387,0.01424608660551945,2.1993346067006314e-05,0.01424608660551945,0.016917531001338387,37.66974785992251,25.291749745627612,26.8116320692109,25.59444631152876,26.8116320692109,25.291749745627612
-0.12211656474126675,0.019391175665037116,-0.049150205020720046,0.35393161465469225,0.03291354047599641,0.2009790580956369,1687.0545331688431,28.117575552814056,0.4956299110799388,0.0,14.044659020457871,9.65271858134004,17.093679667113417,18.59764755257062,19.89515980173468,15.744048248890522,1.8875971298321774,-7.19764984359756,-4.676653038510694,-8.272987364867232,-9.248842663045544,-9.705073888329776,-7.11878752637174,6.847009176860311,4.976065542829346,8.820692302246185,9.348804889525075,10.190085913404904,8.625260722518782,1.8875985373332869,4.01137016953824,4.214935711796292,3.8401963740210165,2.473214999217197,3.8401963740210165,4.214935711796292,23.25856917928625,17.026807338257196,17.5779648737395,19.867741238489494,17.5779648737395,17.026807338257196,9.148041391526807e-05,0.015042070050916699,0.00994739768057718,2.3203602340482465e-05,0.00994739768057718,0.015042070050916699,23.258660659700165,17.041849408308114,17.587912271420077,19.867764442091833,17.587912271420077,17.041849408308114
-0.15470059514314013,0.018773691663948957,-0.03880310477807551,0.3301034030920888,0.005179352796989267,0.28930632542640183,1032.2294409371834,17.20382401561972,0.3539253010757229,0.0,15.295210851046596,12.586387954100068,17.189711575355794,19.352881970949078,21.336838048236697,20.925633748525527,1.9174142515702401,-8.448201674186285,-6.5693429564203285,-8.945210722562713,-9.248842663045544,-11.531199667232856,-9.211350901224336,6.847009176860311,6.01704499767974,8.244500852793083,10.104039307903536,9.80563838100384,11.714282847301194,1.9174156590713496,3.570525196549912,4.184980648216643,3.9433561926638383,2.6729845633442277,3.9433561926638383,4.184980648216643,22.77249552419284,19.473478551925012,19.17272842556626,22.72850002287371,19.17272842556626,19.473478551925012,5.8738326548901654e-05,0.012649094862521163,0.01990702338775867,4.234121315938033e-05,0.01990702338775867,0.012649094862521163,22.77255426251939,19.486127646787534,19.192635448954018,22.72854236408687,19.192635448954018,19.486127646787534
-0.1656572253514554,0.010760356541682952,-0.05791552960793736,0.3390150854156073,0.01637918682726303,0.2474498997985462,1036.6910245029223,17.27818374171537,0.37869174355216134,0.0,18.37349228018751,19.683975146261638,17.189711575355798,23.97869278351788,34.11971850055903,27.900844998033904,1.9274052162892201,-10.372127567399495,-7.42105341947957,-7.984891640140493,-9.720864174532457,-14.222332394037682,-14.293290525866006,8.001364712788014,12.26292172678207,9.204819935215305,14.25782860898542,19.897386106521346,13.6075544721679,1.9274066237903296,4.479032204529889,4.631094803922949,4.807633735944243,3.45614790895213,4.807633735944243,4.631094803922949,39.34286146947074,25.64304556115621,31.716426219935865,32.31432520294833,31.716426219935865,25.64304556115621,4.3087894182336495e-06,0.009004084514880467,0.0159178620702525,1.1578237807619018e-05,0.0159178620702525,0.009004084514880467,39.34286577826016,25.65204964567109,31.73234408200612,32.31433678118614,31.73234408200612,25.65204964567109
